"総勘定元帳 (2023年11月~2023年11月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"三菱ＵＦＪ　セントラル","2023-11-20","0","［製］リース料","対象外","","","","","","","","","","知多道路","","","りす","口座振替３・ＲＬ）リコ－ジヤパン","","","5239","10036622"
"三菱ＵＦＪ　セントラル","2023-11-20","0","［製］リース料","対象外","","","","","","","","","","知多道路","","","りす","口座振替３・ＲＬ）リコ－ジヤパン","","","11220","10025402"
"三菱ＵＦＪ　セントラル","2023-11-20","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カ－ド","","","500000","9525402"
"三菱ＵＦＪ　セントラル","2023-11-24","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替３・シンブンコウドクリヨ","","","7400","9518002"
"三菱ＵＦＪ　セントラル","2023-11-24","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","口座振替４・ＳＭＢＣ（コニカミノルタ","","","91758","9426244"
"三菱ＵＦＪ　セントラル","2023-11-27","0","通信費","対象外","","","","","","","","","","総務課（ＣＨＷ）","","","756","口座振替３・ＤＦ．Ｊ２　ＧＬＯＢＡＬ","","","1980","9424264"
"三菱ＵＦＪ　セントラル","2023-11-27","0","荷造運賃","対象外","","","","","","","","","","総務課（ＣＨＷ）","","","751","口座振替３・ＭＨＦ）ヤマトウンユ（カ","","","4158","9420106"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］外注費","対象外","","","","","","","","","","知多道路","","","せいがいちゅうひ","口座振替３・ＤＦ．カ）テクア","","","4180","9415926"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］外注費","対象外","","","","","","","","","","知多道路","","","せいがいちゅうひ","口座振替３・ＤＦ．カ）テクア","","","4730","9411196"
"三菱ＵＦＪ　セントラル","2023-11-27","0","保険料","対象外","","","","","","","","","","知多道路","","","770","口座振替４・トウキヨウカイジヨウニ","","","5190","9406006"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］外注費","対象外","","","","","","","","","","知多道路","","","せいがいちゅうひ","口座振替３・ＤＦ．カ）テクア","","","5720","9400286"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］水道光熱費","対象外","","","","","","","","","","知多道路","","","すいどう","口座振替４・ライフカ－ド（カ","","","6236","9394050"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替４・チユウニチシンブン（Ｓ","","","7400","9386650"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替４・チユウニチシンブン（Ｓ","","","7400","9379250"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替４・エヌピ－ホツタ（ＳＭＦ","","","7400","9371850"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替３・アカイシンブンテン","","","7400","9364450"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替３・アカイシンブンテン","","","7400","9357050"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替３・アカイシンブンテン","","","7400","9349650"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］新聞図書費","対象外","","","","","","","","","","知多道路","","","しんぶん","口座振替３・アカイシンブンテン","","","7400","9342250"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］外注費","対象外","","","","","","","","","","知多道路","","","せいがいちゅうひ","口座振替３・ＤＦ．カ）テクア","","","7975","9334275"
"三菱ＵＦＪ　セントラル","2023-11-27","0","水道光熱費","対象外","","","","","","","","","","総務課（ＣＨＷ）","","","763","口座振替３・キコウスイドウ１１ガ","","","10095","9324180"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］保険料","対象外","","","","","","","","","","知多道路","","","せいほえｋけｎ","口座振替３・ＭＢＳ．カイギシヨ","","","26240","9297940"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］外注費","対象外","","","","","","","","","","知多道路","","","せいがいちゅうひ","口座振替４・ニホンテレコムケイヒ（Ｓ","","","27500","9270440"
"三菱ＵＦＪ　セントラル","2023-11-27","0","保険料","対象外","","","","","","","","","","","","","770","口座振替４・ミツイスミトモカイジヨ","","","74860","9195580"
"三菱ＵＦＪ　セントラル","2023-11-27","0","［製］保険料","対象外","","","","","","","","","","知多道路","","","せいほえｋけｎ","口座振替３・ＭＢＳ．カイギシヨ","","","90580","9105000"
"三菱ＵＦＪ　セントラル","2023-11-27","0","リース料","対象外","","","","","","","","","","経営3","","","768","口座振替４・ＡＰ（ＢＭＷリ－ス","","","313390","8791610"
"三菱ＵＦＪ　セントラル","2023-11-27","0","長期未払金","対象外","","","","","","","","","","経営1","","","475","口座振替４・ＪＣ　ジヤツクス","","","464000","8327610"
"三菱ＵＦＪ　セントラル","2023-11-27","0","リース料","対象外","","","","","","","","","","","","","768","口座振替４・オリコ","","","472010","7855600"
"三菱ＵＦＪ　セントラル","2023-11-27","0","保険料","対象外","","","","","","","","","","","","","770","口座振替４・ニホンセイメイ","","","434880","7420720"
"三菱ＵＦＪ　セントラル","2023-11-28","0","［製］水道光熱費","対象外","","","","","","","","","","知多道路","","","すいどう","電気・チユウブデンリヨク","","","13169","7407551"
"三菱ＵＦＪ　セントラル","2023-11-28","0","通信費","対象外","","","","","","","","","","総務課（ＣＨＷ）","","","756","口座振替３・ＲＫＳ（ＵＳＥＮ　ＧＡＴ","","","8690","7398861"
"三菱ＵＦＪ　セントラル","2023-11-28","0","仮受金","対象外","","","","","","","","","","経営","","","428","振込ＢＺ１・イ－ジス　グル－プユウケ","","15000000","","22398861"
"三菱ＵＦＪ　セントラル","2023-11-29","0","仮払消費税","対象外","","","","","","","","","","経営","","","180","税金","","","13197000","9201861"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話","","","4081","9197780"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話","","","4521","9193259"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話","","","4950","9188309"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話","","","14371","9173938"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話","","","20928","9153010"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","知多道路","","","つうしんひ","電話・ドコモケイタイ","","","42498","9110512"
"三菱ＵＦＪ　セントラル","2023-11-30","0","未払金","対象外","","","","","","","","","","知多道路","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","4794","9105718"
"三菱ＵＦＪ　セントラル","2023-11-30","0","未払金","対象外","","","","","","","","","","知多道路","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","1742686","7363032"
"三菱ＵＦＪ　セントラル","2023-11-30","0","未払金","対象外","","","","","","","","","","知多道路","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","5911830","1451202"
"三菱ＵＦＪ　セントラル","2023-11-30","0","売掛金","対象外","","","","","","","","","","知多道路","","","142","振込２・アイチドウロコンセツシヨン（","","123919743","","125370945"
"三菱ＵＦＪ　セントラル","2023-11-30","0","預り金","対象外","","","","","","","","","","","","","427","社会保険料","","","10952947","114417998"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","知多道路","","","しはら","振込手数料","","","110","114417888"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","知多道路","","","しはら","振込手数料","","","7238","114410650"
"三菱ＵＦＪ　セントラル","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","知多道路","","","しはら","振込手数料","","","5434","114405216"
"三菱ＵＦＪ　セントラル","2023-11-30","0","未収入金","対象外","","","","","","","","","","道路管理課（ＣＨＷ）","","","172","振込２・エヌデイ－ケ－（カ","","460000","","114865216"
"三菱ＵＦＪ　セントラル","2023-11-30","0","支払手数料","対象外","","","","","","","","","","経営","","","766","為替手数料・フリコミ　テスウリヨウ","","","330","114864886"
"三菱ＵＦＪ　セントラル","2023-11-30","0","売掛金","対象外","","","","","","","","","","愛知県国際展示場","","","142","振込１・アイチコクサイカイギテンジ","","433862","","115298748"
"三菱ＵＦＪ　セントラル","2023-11-30","0","雑収入","対象外","","","","","","","","","","","","","816","振込２・オオブシカイケイカンリ","","5500","","115304248"
"三菱ＵＦＪ　セントラル","2023-11-30","0","仮受金","対象外","","","","","","","","","","経営","","","428","振込ＢＺ１・イ－ジス　グル－プユウケ","","","65000000","50304248"
"三菱ＵＦＪ　セントラル","2023-11-30","0","立替金","対象外","","","","","","","","","","","","","171","振込ＢＺ１・エヌエスケイ（カ","","2214830","","52519078"
"三菱ＵＦＪ　セントラル","2023-11-30","0","立替金","対象外","","","","","","","","","","","","","171","振込ＢＺ１・カ）イ－ジス","","47450","","52566528"
"三菱ＵＦＪ　セントラル","2023-11-30","0","立替金","対象外","","","","","","","","","","","","","171","振込ＢＺ１・エヌデイ－ケ－（カ","","10439671","","63006199"
"三菱ＵＦＪ　セントラル","2023-11-30","0","立替金","対象外","","","","","","","","","","経営","","","171","振込ＢＺ１・イ－ジス　グル－プユウケ","","5660242","","68666441"
"百五　ロテックス","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","7579964"
"百五　ロテックス","2023-11-20","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","550","7579414"
"百五　ロテックス","2023-11-20","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","550","7578864"
"百五　ロテックス","2023-11-20","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","550","7578314"
"百五　ロテックス","2023-11-20","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","220","7578094"
"百五　ロテックス","2023-11-20","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ﾏｴﾀﾞ ｻﾄﾌﾐ","","","72078","7506016"
"百五　ロテックス","2023-11-20","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ﾔﾏｶﾜ ｶｽﾞｱｷ","","","159909","7346107"
"百五　ロテックス","2023-11-20","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ｶﾜｼﾞﾘ ｹﾝﾀ","","","46188","7299919"
"百五　ロテックス","2023-11-20","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ﾅｶﾑﾗ ﾄﾓﾔ","","","155885","7144034"
"百五　ロテックス","2023-11-20","0","売掛金","対象外","","","","","","","","","","経営","","","142","ｲ-ｼﾞｽ ｸﾞﾙ-ﾌﾟﾕｳｹﾞﾝｾｷﾆﾝｼﾞｷﾞ","","16445000","","23589034"
"百五　ロテックス","2023-11-24","0","［製］水道光熱費","対象外","","","","","","","","","","瓜破斎場","","","すいどう","ガス料 330211403182020","","","2699","23586335"
"百五　ロテックス","2023-11-24","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","550","23585785"
"百五　ロテックス","2023-11-24","0","仮払金","対象外","","","","","","","","","","経営1","","","176","ﾌﾘｶｴ    ﾔﾏﾃ ﾋﾛﾂｸﾞ","","","800000","22785785"
"百五　ロテックス","2023-11-27","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    DF.J2 GLOBAL","","","1980","22783805"
"百五　ロテックス","2023-11-27","0","リース料","対象外","","","","","","","","","","","","","768","ﾌﾘｶｴ    ｵﾘｺ","","","102300","22681505"
"百五　ロテックス","2023-11-27","0","リース料","対象外","","","","","","","","","","","","","768","ﾌﾘｶｴ    ｵﾘｺ","","","115940","22565565"
"百五　ロテックス","2023-11-27","0","リース料","対象外","","","","","","","","","","","","","768","ﾌﾘｶｴ    ｵﾘｺ","","","42570","22522995"
"百五　ロテックス","2023-11-27","0","保険料","対象外","","","","","","","","","","","","","770","ﾎｹﾝﾘﾖｳ  ﾐﾂｲｽﾐﾄﾓｶｲｼﾞﾖ","","","118620","22404375"
"百五　ロテックス","2023-11-27","0","水道光熱費","対象外","","","","","","","","","","","","","763","ﾌﾘｶｴ    MHF)ｽﾄｴﾈ(ｸﾞﾗﾝ","","","9091","22395284"
"百五　ロテックス","2023-11-28","0","未払金","対象外","","","","","","","","","","","","","420","ｼｭｯｷﾝ","","","5755740","16639544"
"百五　ロテックス","2023-11-28","0","売掛金","対象外","","","","","","","","","","","","","142","ﾋｶﾞｼｵｵｻｶｼ ｶｲｹｲｶﾝﾘｼﾔ","","499730","","17139274"
"百五　ロテックス","2023-11-29","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    11/30ｿｳﾌﾘｼｷﾝ","","","9353004","7786270"
"百五　ロテックス","2023-11-29","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    11/30ｿｳﾌﾘｼｷﾝ","","","1604502","6181768"
"百五　ロテックス","2023-11-30","0","預り金","対象外","","","","","","","","","","","","","427","ｼﾔｶｲﾎｹﾝ ｺｳｾｲﾎｹﾝ","","","731227","5450541"
"百五　ロテックス","2023-11-30","0","預り金","対象外","","","","","","","","","","","","","427","ｼﾔｶｲﾎｹﾝ ｺｳｾｲﾎｹﾝ","","","59191","5391350"
"百五　ロテックス","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","ﾃﾞﾝﾜ    ﾄﾞｺﾓ ｹｲﾀｲ","","","29899","5361451"
"百五　ロテックス","2023-11-30","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","11/30ｿｳﾌﾘﾌﾞﾝ","","","2640","5358811"
"百五　ロテックス","2023-11-30","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","11/30ｿｳﾌﾘﾌﾞﾝ","","","3300","5355511"
"百五　ロテックス","2023-11-30","0","支払手数料","対象外","","","","","","","","","","メンテナンス業務","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","220","5355291"
"百五　ロテックス","2023-11-30","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ｾﾝﾄﾗﾙﾊｲｳｴｲ.ｶ","","","770930","4584361"
"百五　ＮＳＫ","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","494015"
"百五　ＮＤＫ","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","1877250"
"百五　ＮＤＫ","2023-11-22","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","ｶ-ﾄﾞ    ｾﾌﾞﾝ  31445","","","200000","1677250"
"百五　ＮＤＫ","2023-11-22","0","［製］支払手数料","対象外","","","","","","","","","","知多管内道路管理","","","しはら","ｾﾌﾞﾝ  31445","","","110","1677140"
"百五　ＮＤＫ","2023-11-27","0","地代家賃","対象外","","","","","","","","","","コンセッション推進室","","","781","ﾌﾘｶｴ    DF.ｾﾞﾝﾎﾚﾝ(ｶ","","","50500","1626640"
"百五　ＮＤＫ","2023-11-28","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","ｶ-ﾄﾞ    ｾﾌﾞﾝ  31445","","","129000","1497640"
"百五　ＮＤＫ","2023-11-28","0","［製］支払手数料","対象外","","","","","","","","","","知多管内道路管理","","","しはら","ｾﾌﾞﾝ  31445","","","110","1497530"
"百五　ＮＤＫ","2023-11-30","0","地代家賃","対象外","","","","","","","","","","コンセッション推進室","","","781","ｾﾝﾄﾗﾙﾊｲｳｴｲ(ｶ","","68000","","1565530"
"百五　ＮＤＫ","2023-11-30","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","",""," ","","","","","","","","振込ＢＺ２・エヌデイ－ケ－（カ","","80000000","","81565530"
"百五　セントラル","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","4761009"
"百五　セントラル","2023-11-20","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    11/21ｿｳﾌﾘｼｷﾝ","","","521860","4239149"
"百五　セントラル","2023-11-21","0","支払手数料","対象外","","","","","","","","","","コンセッション推進室","","","766","11/21ｿｳﾌﾘﾌﾞﾝ","","","2750","4236399"
"百五　セントラル","2023-11-21","0","未払金","対象外","","","","","","","","","","","","","420","ﾌﾘｶｴ    ﾏｴﾀﾞ ﾀﾂｷ","","","56961","4179438"
"百五　セントラル","2023-11-21","0","支払手数料","対象外","","","","","","","","","","","","","766","ﾎｳｼﾞﾝﾀﾞｲﾚｸﾄ","","","220","4179218"
"百五　セントラル","2023-11-27","0","長期未払金","対象外","","","","","","","","","","経営","","","475","ﾌﾘｶｴ    105ﾘ-ｽ.ｶ","","","1452000","2727218"
"百五　セントラル","2023-11-30","0","立替金","対象外","","","","","","","","","","","","","171","ﾆﾎﾝﾛﾃﾂｸｽ.ｶ","","770930","","3498148"
"三菱ＵＦＪ　名高速","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","504482"
"三菱ＵＦＪ　名高速","2023-11-20","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ００７６２８８","","300000","","804482"
"三菱ＵＦＪ　名高速","2023-11-28","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ００７６２８８","","1000000","","1804482"
"三菱ＵＦＪ　名高速","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","名古屋高速","","","つうしんひ","電話","","","10155","1794327"
"三菱ＵＦＪ　名高速","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","名古屋高速","","","つうしんひ","電話","","","10280","1784047"
"三菱ＵＦＪ　名高速","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","名古屋高速","","","つうしんひ","電話・ドコモケイタイ","","","25110","1758937"
"三菱ＵＦＪ　仙南","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","298734"
"三菱ＵＦＪ　伊勢広域","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","260990"
"三菱ＵＦＪ　大村","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","246521"
"三菱ＵＦＪ　栃木","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","303348"
"三菱ＵＦＪ　栃木","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","栃木県道路","","","つうしんひ","電話","","","4950","298398"
"三菱ＵＦＪ　栃木","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","栃木県道路","","","つうしんひ","電話","","","4950","293448"
"三菱ＵＦＪ　栃木","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","栃木県道路","","","つうしんひ","電話","","","8262","285186"
"三菱ＵＦＪ　豊岡","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","292477"
"三菱ＵＦＪ　豊岡","2023-11-22","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１","","","30000","262477"
"三菱ＵＦＪ　豊岡","2023-11-22","0","［製］支払手数料","対象外","","","","","","","","","","豊岡斎場","","","しはら","手数料","","","198","262279"
"三菱ＵＦＪ　野洲川","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","268322"
"三菱ＵＦＪ　野洲川","2023-11-27","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","50000","218322"
"三菱ＵＦＪ　野洲川","2023-11-27","0","［製］支払手数料","対象外","","","","","","","","","","野洲川","","","しはら","手数料","","","220","218102"
"三菱ＵＦＪ　野洲川","2023-11-27","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","100000","","318102"
"三菱ＵＦＪ　半田市斎場","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","328236"
"三菱ＵＦＪ　半田市斎場","2023-11-24","0","［製］水道光熱費","対象外","","","","","","","","","","半田斎場","","","すいどう","水道・スイドウハンダシ","","","4430","323806"
"三菱ＵＦＪ　半田市斎場","2023-11-27","0","［製］地代家賃","対象外","","","","","","","","","","半田斎場","","","","口座振替３・ＤＦ．チタコ－ヤチントウ","","","79330","244476"
"三菱ＵＦＪ　半田市斎場","2023-11-30","0","［製］水道光熱費","対象外","","","","","","","","","","半田斎場","","","すいどう","電気・チユウブデンリヨク","","","6185","238291"
"三菱ＵＦＪ　松阪市斎場","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","244566"
"三菱ＵＦＪ　紫雲苑","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","276568"
"三菱ＵＦＪ　広呉　坂","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","351614"
"三菱ＵＦＪ　広呉　坂","2023-11-20","0","［製］通信費","対象外","","","","","","","","","","広島呉　坂","","","つうしんひ","電話","","","2753","348861"
"三菱ＵＦＪ　広呉　坂","2023-11-30","0","［製］通信費","対象外","","","","","","","","","","広島呉　坂","","","つうしんひ","電話・ＮＴＴコミユニケ－シヨン","","","2976","345885"
"三菱ＵＦＪ　道路管理ＪＶ","2023-11-30","0","売掛金","対象外","","","","","","","","","","知多管内道路管理","","","142","振込２・アイチドウロコンセツシヨン（","","55660000","","55660000"
"三菱ＵＦＪ　道路管理ＪＶ","2023-11-30","0","未払金","対象外","","","","","","","","","","知多管内道路管理","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","11394777","44265223"
"三菱ＵＦＪ　道路管理ＪＶ","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","知多管内道路管理","","","しはら","振込手数料","","","1210","44264013"
"三菱ＵＦＪ　道路管理ＪＶ","2023-11-30","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ００７６２８８","","","44264013","0"
"三菱ＵＦＪ　新見沼","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","242120"
"三菱ＵＦＪ　新見沼","2023-11-20","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","20000","222120"
"三菱ＵＦＪ　新見沼","2023-11-20","0","［製］支払手数料","対象外","","","","","","","","","","新見沼大橋料金所","","","しはら","手数料","","","330","221790"
"三菱ＵＦＪ　新見沼","2023-11-20","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","","","  ","","","","","","","","振替ＢＩＺ・５３４－フ００７６２８８","","100000","","321790"
"三菱ＵＦＪ　新見沼","2023-11-27","0","［製］水道光熱費","対象外","","","","","","","","","","新見沼大橋料金所","","","すいどう","振込ＣＶ２・カ）サワリキシヨウテン","","","8430","313360"
"三菱ＵＦＪ　新見沼","2023-11-27","0","［製］支払手数料","対象外","","","","","","","","","","新見沼大橋料金所","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","770","312590"
"三菱ＵＦＪ　新見沼","2023-11-27","0","［製］支払手数料","対象外","","","","","","","","","","新見沼大橋料金所","","","しはら","手数料","","","330","312260"
"三菱ＵＦＪ　伊豆中央道","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","262493"
"三菱ＵＦＪ　伊豆中央道","2023-11-20","0","三菱ＵＦＪ　ＮＤＫメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ００７６２８８","","100000","","362493"
"三菱ＵＦＪ　伊豆中央道","2023-11-27","0","［製］通信費","対象外","","","","","","","","","","伊豆中央道","","","つうしんひ","口座振替３・ＤＦ．ＧＭＯトクトクＢＢ","","","5021","357472"
"三菱ＵＦＪ　伊豆中央道","2023-11-28","0","［製］水道光熱費","対象外","","","","","","","","","","伊豆中央道","","","すいどう","ガス・ＴＯＫＡＩ","","","2030","355442"
"三菱ＵＦＪ　伊豆中央道","2023-11-30","0","［製］水道光熱費","対象外","","","","","","","","","","伊豆中央道","","","すいどう","水道・スイドウリヨウキン","","","3962","351480"
"三菱ＵＦＪ　伊豆中央道","2023-11-30","0","［製］水道光熱費","対象外","","","","","","","","","","伊豆中央道","","","すいどう","電気・トウキヨウデンリヨク","","","6055","345425"
"三菱ＵＦＪ　津島","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","1786864"
"三菱ＵＦＪ　津島","2023-11-24","0","［製］通信費","対象外","","","","","","","","","","津島市斎場","","","つうしんひ","口座振替４・ＳＭＢＣ（ビジヨンヒ","","","11880","1774984"
"三菱ＵＦＪ　津島","2023-11-24","0","三菱ＵＦＪ　北九州レストラン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０４８９１０１","","1000000","","2774984"
"三菱ＵＦＪ　津島","2023-11-30","0","未払金","対象外","","","","","","","","","","津島市斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","1323088","1451896"
"三菱ＵＦＪ　津島","2023-11-30","0","［製］支払手数料","対象外","","","","","","","","","","津島市斎場","","","しはら","振込手数料","","","2310","1449586"
"三菱ＵＦＪ　福山","2023-11-18","0","前日繰越","","","","","","","","","","","","","","","","","","","2849760"
"三菱ＵＦＪ　福山","2023-11-20","0","売掛金","対象外","","","","","","","","","","福山市斎場","","","142","振込２・フクヤマシシミンセイカツカ","","12622000","","15471760"
"三菱ＵＦＪ　福山","2023-11-20","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","30614","","15502374"
"三菱ＵＦＪ　福山","2023-11-20","0","雑収入","対象外","","","","","","","","","","福山市斎場","","","816","振込２・コカ．コ－ラボトラ－ズジ","","64183","","15566557"
"三菱ＵＦＪ　福山","2023-11-20","0","三菱ＵＦＪ　津山","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０４８９１１４","","64500","","15631057"
"三菱ＵＦＪ　福山","2023-11-20","0","雑収入","対象外","","","","","","","","","","福山市斎場","","","816","振込２・ＦＶジヤパン（カ　ＣＣ","","24420","","15655477"
"三菱ＵＦＪ　福山","2023-11-21","0","水道光熱費","対象外","","","","","","","","","","","","","763","","","","10518","15644959"
"三菱ＵＦＪ　福山","2023-11-25","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","100000","15544959"
"三菱ＵＦＪ　福山","2023-11-25","0","［製］支払手数料","対象外","","","","","","","","","","福山市斎場","","","しはら","手数料","","","330","15544629"
"三菱ＵＦＪ　福山","2023-11-27","0","［製］通信費","対象外","","","","","","","","","","","","","つうしんひ","口座振替４・ＡＰ（ＬＩＮＥヤフ－（カ","","","6050","15538579"
"三菱ＵＦＪ　福山","2023-11-29","0","［製］地代家賃","対象外","","","","","","","","","","福山市斎場","","","","振込ＢＺ２・ダイワリビング（カ","","","16614","15521965"
