"総勘定元帳 (2023年11月~2023年11月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"仮受消費税","2023-11-30","0","三菱ＵＦＪ　富士宮","課税売上10%","","","富士宮聖苑","","","","440","","","","","","","電話・ドコモケイタイ","","351","","42710760"
"仮受消費税","2023-11-30","0","三菱ＵＦＪ　美唄","課税売上10%","","","美唄市火葬場","","","","440","","","","","","","電話・ドコモケイタイ","","308","","42710452"
"仮受消費税","2023-11-30","0","三菱ＵＦＪ　苫小牧","課税売上10%","","","苫小牧市斎場","","","","440","","","","","","","電話・ドコモケイタイ","","551","","42709901"
"仮受消費税","2023-11-30","0","三菱ＵＦＪ　ＮＤＫメイン","課税売上10%","","","知多管内道路管理","","","","440","","","","","","","振込２・ホ－メツクス（カ","","","24000","42733901"
"仮受消費税","2023-11-30","0","三菱ＵＦＪ　セントラル","課税売上10%","","","","","","","440","","","","","","","振込２・オオブシカイケイカンリ","","","500","42734401"
"長期借入金","2023-11-18","0","前日繰越","","","","","","","","470","","","","","","","","","","","-480066754"
"長期借入金","2023-11-20","0","三十三　セントラル","対象外","","","","","","","470","","","","","","","IBﾘﾖｳﾘﾖｳ","","3300","","-480070054"
"長期借入金","2023-11-22","0","三菱ＵＦＪ　(株)イージス","対象外","","","経営","","","","470","","","","","","","振込ＢＺ１・エヌエスケイ（カ","","5000000","","-485070054"
"長期借入金","2023-11-30","0","三十三　セントラル","対象外","","","","","","","470","","","","","","","ｺﾞﾍﾝｻｲ11ｶﾞﾂ","","834000","","-485904054"
"長期借入金","2023-11-30","0","三十三　セントラル","対象外","","","","","","","470","","","","","","","ｵﾘｿｸ","","6036","","-485910090"
"長期借入金","2023-11-30","0","三菱ＵＦＪ　NSKメイン","対象外","","","経営","","","","470","","","","","","","ご返済","","333000","","-486243090"
"長期借入金","2023-11-30","0","三菱ＵＦＪ　NSKメイン","対象外","","","経営","","","","470","","","","","","","ご返済","","500000","","-486743090"
"長期借入金","2023-11-30","0","三菱ＵＦＪ　(株)イージス","対象外","","","経営","","","","470","","","","","","","振込ＢＺ１・エヌエスケイ（カ","","","60000000","-426743090"
"長期未払金","2023-11-18","0","前日繰越","","","","","","","","475","","","","","","","","","","","-40660699"
"長期未払金","2023-11-27","0","百五　セントラル","対象外","","","経営","","","","475","","","","","","","ﾌﾘｶｴ    105ﾘ-ｽ.ｶ","","1452000","","-42112699"
"長期未払金","2023-11-27","0","三菱ＵＦＪ　セントラル","対象外","","","経営1","","","","475","","","","","","","口座振替４・ＪＣ　ジヤツクス","","464000","","-42576699"
"資本金","2023-11-18","0","前日繰越","","","","","","","","500","","","","","","","","","","","270560104"
"繰越利益剰余金","2023-11-18","0","前日繰越","","","","","","","","540","","","","","","","","","","","-2553161758"
"売上高","2023-11-18","0","前日繰越","","","","","","","","700","","","","","","","","","","","37471288"
"売上高","2023-11-24","0","三菱ＵＦＪ　泉南阪南","課税売上10%","","","泉南阪南（自主事業）","","","","700","","","","","","","カ－ド","","","210910","37682198"
"売上高","2023-11-24","0","三菱ＵＦＪ　みきやま","課税売上10%","","","みきやま斎場（動物火葬）","","","","700","","","","","","","カードＣ１","","","50910","37733108"
"売上高","2023-11-30","0","三菱ＵＦＪ　ＮＤＫメイン","課税売上10%","","","知多管内道路管理","","","","700","","","","","","","振込２・ホ－メツクス（カ","","","240000","37973108"
"［製］通信費","2023-11-18","0","前日繰越","","","","","","","","つうしんひ","","","","","","","","","","","3867024"
"［製］通信費","2023-11-20","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","11162","","3878186"
"［製］通信費","2023-11-20","0","三菱ＵＦＪ　広呉　坂","課対仕入（控80）10%","","","広島呉　坂","","","","つうしんひ","","","","","","","電話","","2553","","3880739"
"［製］通信費","2023-11-20","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","つうしんひ","","","","","","","口座振替３・ＣＡＴＶ","","9959","","3890698"
"［製］通信費","2023-11-21","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","つうしんひ","","","","","","","電話","","15280","","3905978"
"［製］通信費","2023-11-21","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","つうしんひ","","","","","","","電話","","2556","","3908534"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　津島","課対仕入（控80）10%","","","津島市斎場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","11016","","3919550"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（コニカミノルタ","","85085","","4004635"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","20310","","4024945"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　泉南阪南","課対仕入（控80）10%","","","泉南阪南共立火葬場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","3060","","4028005"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","20717","","4048722"
"［製］通信費","2023-11-24","0","三菱ＵＦＪ　苫小牧","課対仕入（控80）10%","","","苫小牧市斎場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","11016","","4059738"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　美唄","課対仕入（控80）10%","","","美唄市火葬場","","","","つうしんひ","","","","","","","電話","","2451","","4062189"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　愛西","課対仕入（控80）10%","","","愛西市総合斎苑","","","","つうしんひ","","","","","","","電話・ソフトバンクモバイル","","4544","","4066733"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　宮崎","課対仕入（控80）10%","","","宮崎市斎場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（２３．１０ＱＴ","","5957","","4072690"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","つうしんひ","","","","","","","口座振替３・ＤＦ．ＧＭＯトクトクＢＢ","","4565","","4077255"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　県央みずほ","課対仕入（控80）10%","","","県央みずほ斎場","","","","つうしんひ","","","","","","","電話","","2502","","4079757"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　県央みずほ","課対仕入（控80）10%","","","県央みずほ斎場","","","","つうしんひ","","","","","","","電話","","2521","","4082278"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　近江八幡","課対仕入（控80）10%","","","近江八幡市斎場","","","","つうしんひ","","","","","","","口座振替４・ＳＭＢＣ（カ）ＺＴＶ","","1734","","4084012"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","北大谷斎場","","","ＣＡＴＶ","つうしんひ","","","","","","","口座振替４・オリコ．ヤチン","","500","","4084512"
"［製］通信費","2023-11-27","0","三菱ＵＦＪ　福山","課税売上10%","","","","","","","つうしんひ","","","","","","","口座振替４・ＡＰ（ＬＩＮＥヤフ－（カ","","5500","","4090012"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　県央みずほ","課税売上10%","","","県央みずほ斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","3083","","4093095"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　天空館","課対仕入（控80）10%","","","天空館","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","2145","","4095240"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　名高速","課対仕入10%","","","名古屋高速","","","","つうしんひ","","","","","","","電話","","9232","","4104472"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　名高速","課対仕入10%","","","名古屋高速","","","","つうしんひ","","","","","","","電話","","9346","","4113818"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　名高速","課税売上10%","","","名古屋高速","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","22828","","4136646"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　小林・佃","課税売上10%","","","小林・佃斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","3083","","4139729"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","つうしんひ","","","","","","","電話","","2743","","4142472"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","つうしんひ","","","","","","","電話","","5055","","4147527"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","つうしんひ","","","","","","","電話","","6221","","4153748"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　愛西","課対仕入（控80）10%","","","愛西市総合斎苑","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","4165","","4157913"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　琵琶湖","課税売上10%","","","琵琶湖大橋料金所","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","1983","","4159896"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　琵琶湖","課対仕入（控80）10%","","","琵琶湖大橋料金所","","","","つうしんひ","","","","","","","電話","","4841","","4164737"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　琵琶湖","課対仕入（控80）10%","","","琵琶湖大橋料金所","","","","つうしんひ","","","","","","","電話","","7701","","4172438"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　津山","課対仕入10%","","","津山市斎場","","","","つうしんひ","","","","","","","電話","","7720","","4180158"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　吹田","課税売上10%","","","吹田市斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","4083","","4184241"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　吹田","課対仕入10%","","","吹田市斎場","","","","つうしんひ","","","","","","","電話","","7414","","4191655"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課対仕入10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","3710","","4195365"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課対仕入10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","4110","","4199475"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課対仕入10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","4500","","4203975"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課対仕入10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","13065","","4217040"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課対仕入10%","","","知多道路","","","","つうしんひ","","","","","","","電話","","19026","","4236066"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　セントラル","課税売上10%","","","知多道路","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","38635","","4274701"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　栃木","課対仕入10%","","","栃木県道路","","","","つうしんひ","","","","","","","電話","","4500","","4279201"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　栃木","課対仕入10%","","","栃木県道路","","","","つうしんひ","","","","","","","電話","","4500","","4283701"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　栃木","課対仕入10%","","","栃木県道路","","","","つうしんひ","","","","","","","電話","","7511","","4291212"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　千葉市","課税売上10%","","","千葉市斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","2484","","4293696"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　広呉　坂","課対仕入10%","","","広島呉　坂","","","","つうしんひ","","","","","","","電話・ＮＴＴコミユニケ－シヨン","","2706","","4296402"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　福山","課税売上10%","","","福山市斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","4703","","4301105"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　富士宮","課税売上10%","","","富士宮聖苑","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","3513","","4304618"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　美唄","課税売上10%","","","美唄市火葬場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","3083","","4307701"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　苫小牧","課税売上10%","","","苫小牧市斎場","","","","つうしんひ","","","","","","","電話・ドコモケイタイ","","5513","","4313214"
"［製］通信費","2023-11-30","0","三菱ＵＦＪ　泉南阪南","課対仕入10%","","","泉南阪南共立火葬場","","","","つうしんひ","","","","","","","電話","","9568","","4322782"
"［製］水道光熱費","2023-11-18","0","前日繰越","","","","","","","","すいどう","","","","","","","","","","","215832344"
"［製］水道光熱費","2023-11-20","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","すいどう","","","","","","","電気・チユウブデンリヨク","","2571","","215834915"
"［製］水道光熱費","2023-11-20","0","三菱ＵＦＪ　北九州","課対仕入（控80）10%","","","北九州市西部斎場","","","","すいどう","","","","","","","電気・キユウシユウデンリヨク","","2697","","215837612"
"［製］水道光熱費","2023-11-20","0","三菱ＵＦＪ　豊中","課対仕入（控80）10%","","","豊中市斎場","","","","すいどう","","","","","","","ガス・オオサカガス","","2212","","215839824"
"［製］水道光熱費","2023-11-21","0","三菱ＵＦＪ　美唄","課対仕入（控80）10%","","","美唄市火葬場","","","","すいどう","","","","","","","電気・ホツカイドウデンリヨ","","386294","","216226118"
"［製］水道光熱費","2023-11-21","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","すいどう","","","","","","","電気・トウキヨウデンリヨク","","272048","","216498166"
"［製］水道光熱費","2023-11-21","0","三菱ＵＦＪ　津山","課対仕入（控80）10%","","","津山市斎場","","","","すいどう","","","","","","","電気","","339449","","216837615"
"［製］水道光熱費","2023-11-21","0","三菱ＵＦＪ　苫小牧","課対仕入（控80）10%","","","苫小牧市斎場","","","","すいどう","","","","","","","電気・ホツカイドウデンリヨ","","396","","216838011"
"［製］水道光熱費","2023-11-21","0","三菱ＵＦＪ　苫小牧","課対仕入（控80）10%","","","苫小牧市斎場","","","","すいどう","","","","","","","電気・ホツカイドウデンリヨ","","658921","","217496932"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　吹田","課対仕入（控80）10%","","","吹田市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","417307","","217914239"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","13890","","217928129"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","26450","","217954579"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","49990","","218004569"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　琵琶湖","課対仕入（控80）10%","","","琵琶湖大橋料金所","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","3086","","218007655"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","ガス・トウホウガス","","871","","218008526"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","ガス・トウホウガス","","2489","","218011015"
"［製］水道光熱費","2023-11-22","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","ガス・トウホウガス","","5036","","218016051"
"［製］水道光熱費","2023-11-24","0","百五　ロテックス","課対仕入10%","","","瓜破斎場","","","","すいどう","","","","","","","ガス料 330211403182020","","2454","","218018505"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　吹田","課対仕入（控80）10%","","","吹田市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","4382","","218022887"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　津山","課対仕入（控80）10%","","","津山市斎場","","","","すいどう","","","","","","","口座振替４・ＳＭＢＣ（ガスダイ．","","1134","","218024021"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　近江八幡","課対仕入（控80）10%","","","近江八幡市斎場","","","","すいどう","","","","","","","口座振替４・ＳＭＢＣ（ビジヨンヒ","","20717","","218044738"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　半田市斎場","課対仕入（控80）10%","","","半田斎場","","","","すいどう","","","","","","","水道・スイドウハンダシ","","4108","","218048846"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　泉南阪南","課対仕入（控80）10%","","","泉南阪南共立火葬場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","2870","","218051716"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","水道・スイドウハンダシ","","1319","","218053035"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","水道・スイドウハンダシ","","2628","","218055663"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","水道・スイドウハンダシ","","3128","","218058791"
"［製］水道光熱費","2023-11-24","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","水道・スイドウハンダシ","","4600","","218063391"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","すいどう","","","","","","","口座振替４・ライフカ－ド（カ","","5783","","218069174"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","127","","218069301"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","127","","218069428"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","127","","218069555"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","127","","218069682"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","158","","218069840"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","158","","218069998"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","158","","218070156"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","158","","218070314"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","1608","","218071922"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","1608","","218073530"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","8134","","218081664"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","128628","","218210292"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","441977","","218652269"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　ＮＤＫメイン","課対仕入10%","","","知多管内道路管理","","","","すいどう","","","","","","","口座振替４・ガスパル（ＳＭＦＳ","","4070","","218656339"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　津山","課対仕入（控80）10%","","","津山市斎場","","","","すいどう","","","","","","","電気","","7145","","218663484"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　皆野寄居","課対仕入10%","","","皆野寄居","","","","すいどう","","","","","","","口座振替４・ガスパル（ＳＭＦＳ","","3417","","218666901"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　新見沼","課対仕入10%","","","新見沼大橋料金所","","","","すいどう","","","","","","","振込ＣＶ２・カ）サワリキシヨウテン","","7664","","218674565"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","255680","","218930245"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　NSKメイン","課対仕入10%","","","北大谷斎場","","","水道代","すいどう","","","","","","","口座振替４・オリコ．ヤチン","","6716","","218936961"
"［製］水道光熱費","2023-11-27","0","三菱ＵＦＪ　千葉市","課税売上10%","","","","","","","すいどう","","","","","","","口座振替４・ＳＭＢＣ（ＲＭトラスト（","","1495","","218938456"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　小林・佃","課対仕入（控80）10%","","","小林・佃斎場","","","","すいどう","","","","","","","ガス・オオサカガス","","6987","","218945443"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　小林・佃","課対仕入（控80）10%","","","小林・佃斎場","","","","すいどう","","","","","","","ガス・オオサカガス","","73728","","219019171"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","すいどう","","","","","","","ガス・ＴＯＫＡＩ","","1846","","219021017"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","すいどう","","","","","","","電気・チユウブデンリヨク","","12212","","219033229"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","振込８・サンインタ－ナシヨナル（カ","","654840","","219688069"
"［製］水道光熱費","2023-11-28","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","すいどう","","","","","","","振込６・ダイワリビング（カ）　カ","","5297","","219693366"
"［製］水道光熱費","2023-11-29","0","三菱ＵＦＪ　富士宮","課対仕入（控80）10%","","","富士宮聖苑","","","","すいどう","","","","","","","電気・トウキヨウデンリヨク","","4189","","219697555"
"［製］水道光熱費","2023-11-29","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","116870","","219814425"
"［製］水道光熱費","2023-11-30","0","三菱ＵＦＪ　半田市斎場","課対仕入（控80）10%","","","半田斎場","","","","すいどう","","","","","","","電気・チユウブデンリヨク","","5736","","219820161"
"［製］水道光熱費","2023-11-30","0","三菱ＵＦＪ　北九州","課対仕入（控80）10%","","","北九州市西部斎場","","","","すいどう","","","","","","","水道・シスイドウ","","3272","","219823433"
"［製］水道光熱費","2023-11-30","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","すいどう","","","","","","","水道・スイドウリヨウキン","","3602","","219827035"
"［製］水道光熱費","2023-11-30","0","三菱ＵＦＪ　伊豆中央道","課対仕入10%","","","伊豆中央道","","","","すいどう","","","","","","","電気・トウキヨウデンリヨク","","5505","","219832540"
"［製］水道光熱費","2023-11-30","0","三菱ＵＦＪ　近江八幡","課対仕入10%","","","近江八幡市斎場","","","","すいどう","","","","","","","電気・５ネン１１ガツブン","","332289","","220164829"
"［製］新聞図書費","2023-11-18","0","前日繰越","","","","","","","","しんぶん","","","","","","","","","","","582391"
"［製］新聞図書費","2023-11-24","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替３・シンブンコウドクリヨ","","6862","","589253"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替４・チユウニチシンブン（Ｓ","","6862","","596115"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替４・チユウニチシンブン（Ｓ","","6862","","602977"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替４・エヌピ－ホツタ（ＳＭＦ","","6862","","609839"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替３・アカイシンブンテン","","6862","","616701"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替３・アカイシンブンテン","","6862","","623563"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替３・アカイシンブンテン","","6862","","630425"
"［製］新聞図書費","2023-11-27","0","三菱ＵＦＪ　セントラル","課対仕入（控80）10%","","","知多道路","","","","しんぶん","","","","","","","口座振替３・アカイシンブンテン","","6862","","637287"
"［製］支払手数料","2023-11-18","0","前日繰越","","","","","","","","しはら","","","","","","","","","","","1560187"
"［製］支払手数料","2023-11-18","0","三菱ＵＦＪ　千葉市","課対仕入（控80）10%","","","千葉市斎場","","","","しはら","","","","","","","手数料","","306","","1560493"
"［製］支払手数料","2023-11-18","0","三菱ＵＦＪ　西都","課対仕入（控80）10%","","","西都市斎場","","","","しはら","","","","","","","手数料","","306","","1560799"
"［製］支払手数料","2023-11-20","0","三菱ＵＦＪ　ＮＳＫ東大阪","課対仕入10%","","","東大阪市斎場","","","","しはら","","","","","","","為替手数料・フリコミ　テスウリヨウ","","400","","1561199"
"［製］支払手数料","2023-11-20","0","三菱ＵＦＪ　新見沼","課対仕入10%","","","新見沼大橋料金所","","","","しはら","","","","","","","手数料","","300","","1561499"
"［製］支払手数料","2023-11-20","0","三菱ＵＦＪ　大津","課対仕入（控80）10%","","","大津市斎場","","","","しはら","","","","","","","為替手数料・フリコミ　テスウリヨウ","","306","","1561805"
"［製］支払手数料","2023-11-20","0","三菱ＵＦＪ　北九州レストラン","課対仕入（控80）10%","","","直方市斎場","","","","しはら","","","","","","","手数料","","204","","1562009"
